discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,athlete_full_name,country_name,country_code,country_3_letter_code
Cycling Track,tokyo-2020,Men's Madison,Men,SILVER,GameTeam,Ethan HAYTER,Great Britain,GB,GBR
Cycling Track,tokyo-2020,Men's Madison,Men,SILVER,GameTeam,Matthew WALLS,Great Britain,GB,GBR
Cycling Track,tokyo-2020,Men's Madison,Men,BRONZE,GameTeam,Benjamin THOMAS,France,FR,FRA
Cycling Track,tokyo-2020,Men's Madison,Men,BRONZE,GameTeam,Donavan GRONDIN,France,FR,FRA
Cycling Track,tokyo-2020,Men's Sprint,Men,GOLD,Athlete,Harrie LAVREYSEN,Netherlands,NL,NED
Cycling Track,tokyo-2020,Men's Sprint,Men,SILVER,Athlete,Jeffrey HOOGLAND,Netherlands,NL,NED
Cycling Track,tokyo-2020,Men's Sprint,Men,BRONZE,Athlete,Jack CARLIN,Great Britain,GB,GBR
Cycling Track,tokyo-2020,Men's Keirin,Men,SILVER,Athlete,Azizulhasni AWANG,Malaysia,MY,MAS
Cycling Track,tokyo-2020,Men's Keirin,Men,BRONZE,Athlete,Harrie LAVREYSEN,Netherlands,NL,NED
Cycling Track,tokyo-2020,Men's Keirin,Men,GOLD,Athlete,Jason KENNY,Great Britain,GB,GBR
Cycling Track,tokyo-2020,Men's Team Pursuit,Men,GOLD,GameTeam,,Italy,IT,ITA
Cycling Track,tokyo-2020,Men's Team Pursuit,Men,SILVER,GameTeam,,Denmark,DK,DEN
Cycling Track,tokyo-2020,Men's Team Pursuit,Men,BRONZE,GameTeam,,Australia,AU,AUS
Cycling Track,tokyo-2020,Women's Keirin,Women,SILVER,Athlete,Ellesse ANDREWS,New Zealand,NZ,NZL
Cycling Track,tokyo-2020,Women's Keirin,Women,GOLD,Athlete,Shanne BRASPENNINCX,Netherlands,NL,NED
Cycling Track,tokyo-2020,Women's Keirin,Women,BRONZE,Athlete,Lauriane GENEST,Canada,CA,CAN
Cycling Track,tokyo-2020,Women's Sprint,Women,SILVER,Athlete,Olena STARIKOVA,Ukraine,UA,UKR
Cycling Track,tokyo-2020,Women's Sprint,Women,BRONZE,Athlete,Wai Sze LEE,"Hong Kong, China",HK,HKG
Cycling Track,tokyo-2020,Women's Sprint,Women,GOLD,Athlete,Kelsey MITCHELL,Canada,CA,CAN
Cycling Track,tokyo-2020,Women's Team Pursuit,Women,GOLD,GameTeam,,Germany,DE,GER
Cycling Track,tokyo-2020,Women's Team Pursuit,Women,SILVER,GameTeam,,Great Britain,GB,GBR
Cycling Track,tokyo-2020,Women's Team Pursuit,Women,BRONZE,GameTeam,,United States of America,US,USA
Cycling Track,tokyo-2020,Women's Madison,Women,GOLD,GameTeam,Katie ARCHIBALD,Great Britain,GB,GBR
Cycling Track,tokyo-2020,Women's Madison,Women,GOLD,GameTeam,Laura KENNY,Great Britain,GB,GBR
Cycling Track,tokyo-2020,Women's Madison,Women,SILVER,GameTeam,Amalie DIDERIKSEN,Denmark,DK,DEN
Cycling Track,tokyo-2020,Women's Madison,Women,SILVER,GameTeam,Julie LETH,Denmark,DK,DEN
Cycling Track,tokyo-2020,Women's Madison,Women,BRONZE,GameTeam,Gulnaz BADYKOVA,ROC,ROC,ROC
Cycling Track,tokyo-2020,Women's Madison,Women,BRONZE,GameTeam,Mariia NOVOLODSKAIA,ROC,ROC,ROC
Cycling Track,tokyo-2020,Men's Team Sprint,Men,GOLD,GameTeam,,Netherlands,NL,NED
Cycling Track,tokyo-2020,Men's Team Sprint,Men,SILVER,GameTeam,,Great Britain,GB,GBR
Cycling Track,tokyo-2020,Men's Team Sprint,Men,BRONZE,GameTeam,,France,FR,FRA
Cycling Track,tokyo-2020,Men's Omnium,Men,GOLD,Athlete,Matthew WALLS,Great Britain,GB,GBR
Cycling Track,tokyo-2020,Men's Omnium,Men,BRONZE,Athlete,Elia VIVIANI,Italy,IT,ITA
Cycling Track,tokyo-2020,Men's Omnium,Men,SILVER,Athlete,Campbell STEWART,New Zealand,NZ,NZL
Cycling Track,tokyo-2020,Women's Omnium,Women,BRONZE,Athlete,Kirsten WILD,Netherlands,NL,NED
Cycling Track,tokyo-2020,Women's Omnium,Women,SILVER,Athlete,Yumi KAJIHARA,Japan,JP,JPN
Cycling Track,tokyo-2020,Women's Omnium,Women,GOLD,Athlete,Jennifer VALENTE,United States of America,US,USA
Fencing,tokyo-2020,Women's Épée Team,Women,GOLD,GameTeam,,Estonia,EE,EST
Fencing,tokyo-2020,Women's Épée Team,Women,SILVER,GameTeam,,Republic of Korea,KR,KOR
Fencing,tokyo-2020,Women's Épée Team,Women,BRONZE,GameTeam,,Italy,IT,ITA
Fencing,tokyo-2020,Men's Foil Team,Men,GOLD,GameTeam,,France,FR,FRA
Fencing,tokyo-2020,Men's Foil Team,Men,SILVER,GameTeam,,ROC,ROC,ROC
Fencing,tokyo-2020,Men's Foil Team,Men,BRONZE,GameTeam,,United States of America,US,USA
Fencing,tokyo-2020,Women's Foil Individual,Women,BRONZE,Athlete,Larisa KOROBEYNIKOVA,ROC,ROC,ROC
Fencing,tokyo-2020,Women's Foil Individual,Women,SILVER,Athlete,Inna DERIGLAZOVA,ROC,ROC,ROC
Fencing,tokyo-2020,Women's Foil Individual,Women,GOLD,Athlete,Lee KIEFER,United States of America,US,USA
Fencing,tokyo-2020,Men's Épée Team,Men,GOLD,GameTeam,,Japan,JP,JPN
Fencing,tokyo-2020,Men's Épée Team,Men,SILVER,GameTeam,,ROC,ROC,ROC
Fencing,tokyo-2020,Men's Épée Team,Men,BRONZE,GameTeam,,Republic of Korea,KR,KOR
Fencing,tokyo-2020,Women's Épée Individual,Women,BRONZE,Athlete,Katrina LEHIS,Estonia,EE,EST
Fencing,tokyo-2020,Women's Épée Individual,Women,SILVER,Athlete,Ana Maria POPESCU,Romania,RO,ROU
Fencing,tokyo-2020,Women's Épée Individual,Women,GOLD,Athlete,Yiwen SUN,People's Republic of China,CN,CHN
Fencing,tokyo-2020,Men's Foil Individual,Men,SILVER,Athlete,Daniele GAROZZO,Italy,IT,ITA
Fencing,tokyo-2020,Men's Foil Individual,Men,GOLD,Athlete,Ka Long CHEUNG,"Hong Kong, China",HK,HKG
Fencing,tokyo-2020,Men's Foil Individual,Men,BRONZE,Athlete,Alexander CHOUPENITCH,Czech Republic,CZ,CZE
Fencing,tokyo-2020,Women's Foil Team,Women,GOLD,GameTeam,,ROC,ROC,ROC
Fencing,tokyo-2020,Women's Foil Team,Women,SILVER,GameTeam,,France,FR,FRA
Fencing,tokyo-2020,Women's Foil Team,Women,BRONZE,GameTeam,,Italy,IT,ITA
Fencing,tokyo-2020,Women's Sabre Team,Women,GOLD,GameTeam,,ROC,ROC,ROC
Fencing,tokyo-2020,Women's Sabre Team,Women,SILVER,GameTeam,,France,FR,FRA
Fencing,tokyo-2020,Women's Sabre Team,Women,BRONZE,GameTeam,,Republic of Korea,KR,KOR
Fencing,tokyo-2020,Men's Sabre Individual,Men,GOLD,Athlete,Aron SZILAGYI,Hungary,HU,HUN
Fencing,tokyo-2020,Men's Sabre Individual,Men,SILVER,Athlete,Luigi SAMELE,Italy,IT,ITA
Fencing,tokyo-2020,Men's Sabre Individual,Men,BRONZE,Athlete,Junghwan KIM,Republic of Korea,KR,KOR
Fencing,tokyo-2020,Men's Sabre Team,Men,GOLD,GameTeam,,Republic of Korea,KR,KOR
Fencing,tokyo-2020,Men's Sabre Team,Men,SILVER,GameTeam,,Italy,IT,ITA
Fencing,tokyo-2020,Men's Sabre Team,Men,BRONZE,GameTeam,,Hungary,HU,HUN
Fencing,tokyo-2020,Men's Épée Individual,Men,GOLD,Athlete,Romain CANNONE,France,FR,FRA
Fencing,tokyo-2020,Men's Épée Individual,Men,BRONZE,Athlete,Igor REIZLIN,Ukraine,UA,UKR
Fencing,tokyo-2020,Men's Épée Individual,Men,SILVER,Athlete,Gergely SIKLOSI,Hungary,HU,HUN
Fencing,tokyo-2020,Women's Sabre Individual,Women,BRONZE,Athlete,Manon BRUNET,France,FR,FRA
Fencing,tokyo-2020,Women's Sabre Individual,Women,SILVER,Athlete,Sofiya VELIKAYA,ROC,ROC,ROC
Fencing,tokyo-2020,Women's Sabre Individual,Women,GOLD,Athlete,Sofia POZDNIAKOVA,ROC,ROC,ROC
Badminton,tokyo-2020,Men's Doubles,Men,GOLD,GameTeam,Yang LEE,Chinese Taipei,TW,TPE
Badminton,tokyo-2020,Men's Doubles,Men,GOLD,GameTeam,Chi-Lin WANG,Chinese Taipei,TW,TPE
Badminton,tokyo-2020,Men's Doubles,Men,SILVER,GameTeam,Jun Hui LI,People's Republic of China,CN,CHN
Badminton,tokyo-2020,Men's Doubles,Men,SILVER,GameTeam,Yu Chen LIU,People's Republic of China,CN,CHN
Badminton,tokyo-2020,Men's Doubles,Men,BRONZE,GameTeam,Aaron CHIA,Malaysia,MY,MAS
Badminton,tokyo-2020,Men's Doubles,Men,BRONZE,GameTeam,Wooi Yik SOH,Malaysia,MY,MAS
Badminton,tokyo-2020,Women's Doubles,Women,GOLD,GameTeam,Greysia POLII,Indonesia,ID,INA
Badminton,tokyo-2020,Women's Doubles,Women,GOLD,GameTeam,Apriyani RAHAYU,Indonesia,ID,INA
Badminton,tokyo-2020,Women's Doubles,Women,SILVER,GameTeam,Qing Chen CHEN,People's Republic of China,CN,CHN
Badminton,tokyo-2020,Women's Doubles,Women,SILVER,GameTeam,Yi Fan JIA,People's Republic of China,CN,CHN
Badminton,tokyo-2020,Women's Doubles,Women,BRONZE,GameTeam,Soyeong KIM,Republic of Korea,KR,KOR
Badminton,tokyo-2020,Women's Doubles,Women,BRONZE,GameTeam,Heeyong KONG,Republic of Korea,KR,KOR
Badminton,tokyo-2020,Mixed Doubles,Mixed,GOLD,GameTeam,Yi Lyu WANG,People's Republic of China,CN,CHN
Badminton,tokyo-2020,Mixed Doubles,Mixed,GOLD,GameTeam,Dong Ping HUANG,People's Republic of China,CN,CHN
Badminton,tokyo-2020,Mixed Doubles,Mixed,SILVER,GameTeam,Si Wei ZHENG,People's Republic of China,CN,CHN
Badminton,tokyo-2020,Mixed Doubles,Mixed,SILVER,GameTeam,Ya Qiong HUANG,People's Republic of China,CN,CHN
Badminton,tokyo-2020,Mixed Doubles,Mixed,BRONZE,GameTeam,Yuta WATANABE,Japan,JP,JPN
Badminton,tokyo-2020,Mixed Doubles,Mixed,BRONZE,GameTeam,Arisa HIGASHINO,Japan,JP,JPN
Badminton,tokyo-2020,Men's Singles,Men,GOLD,Athlete,Viktor AXELSEN,Denmark,DK,DEN
Badminton,tokyo-2020,Men's Singles,Men,SILVER,Athlete,Long CHEN,People's Republic of China,CN,CHN
Badminton,tokyo-2020,Men's Singles,Men,BRONZE,Athlete,Anthony Sinisuka GINTING,Indonesia,ID,INA
Badminton,tokyo-2020,Women's Singles,Women,SILVER,Athlete,Tzu Ying TAI,Chinese Taipei,TW,TPE
Badminton,tokyo-2020,Women's Singles,Women,GOLD,Athlete,Yu Fei CHEN,People's Republic of China,CN,CHN
Badminton,tokyo-2020,Women's Singles,Women,BRONZE,Athlete,Pusarla Venkata SINDHU,India,IN,IND
Water Polo,tokyo-2020,Men,Men,GOLD,GameTeam,,Serbia,RS,SRB
Water Polo,tokyo-2020,Men,Men,SILVER,GameTeam,,Greece,GR,GRE
Water Polo,tokyo-2020,Men,Men,BRONZE,GameTeam,,Hungary,HU,HUN
Water Polo,tokyo-2020,Women,Women,GOLD,GameTeam,,United States of America,US,USA
Water Polo,tokyo-2020,Women,Women,SILVER,GameTeam,,Spain,ES,ESP
Water Polo,tokyo-2020,Women,Women,BRONZE,GameTeam,,Hungary,HU,HUN
Sport Climbing,tokyo-2020,Men's Combined,Men,SILVER,Athlete,Nathaniel COLEMAN,United States of America,US,USA
Sport Climbing,tokyo-2020,Men's Combined,Men,BRONZE,Athlete,Jakob SCHUBERT,Austria,AT,AUT
Sport Climbing,tokyo-2020,Men's Combined,Men,GOLD,Athlete,Alberto GINES LOPEZ,Spain,ES,ESP
Sport Climbing,tokyo-2020,Women's Combined,Women,BRONZE,Athlete,Akiyo NOGUCHI,Japan,JP,JPN
Sport Climbing,tokyo-2020,Women's Combined,Women,SILVER,Athlete,Miho NONAKA,Japan,JP,JPN
Sport Climbing,tokyo-2020,Women's Combined,Women,GOLD,Athlete,Janja GARNBERT,Slovenia,SI,SLO
Wrestling,tokyo-2020,Men's Freestyle 57kg,Men,SILVER,Athlete,Ravi Kumar Dahiya,India,IN,IND
Wrestling,tokyo-2020,Men's Freestyle 57kg,Men,GOLD,Athlete,Zavur UGUEV,ROC,ROC,ROC
Wrestling,tokyo-2020,Men's Freestyle 57kg,Men,BRONZE,Athlete,Thomas Patrick GILMAN,United States of America,US,USA
Wrestling,tokyo-2020,Men's Freestyle 57kg,Men,BRONZE,Athlete,Nurislam SANAYEV,Kazakhstan,KZ,KAZ
Wrestling,tokyo-2020,Women's Freestyle 53kg,Women,BRONZE,Athlete,Vanesa KALADZINSKAYA,Belarus,BY,BLR
Wrestling,tokyo-2020,Women's Freestyle 53kg,Women,BRONZE,Athlete,Bolortuya BAT OCHIR,Mongolia,MN,MGL
Wrestling,tokyo-2020,Women's Freestyle 53kg,Women,SILVER,Athlete,Qianyu PANG,People's Republic of China,CN,CHN
Wrestling,tokyo-2020,Women's Freestyle 53kg,Women,GOLD,Athlete,Mayu MUKAIDA,Japan,JP,JPN
Wrestling,tokyo-2020,Men's Greco-Roman 97kg,Men,SILVER,Athlete,Artur ALEKSANYAN,Armenia,AM,ARM
Wrestling,tokyo-2020,Men's Greco-Roman 97kg,Men,GOLD,Athlete,Musa EVLOEV,ROC,ROC,ROC
Wrestling,tokyo-2020,Men's Greco-Roman 97kg,Men,BRONZE,Athlete,Tadeusz MICHALIK,Poland,PL,POL
Wrestling,tokyo-2020,Men's Greco-Roman 97kg,Men,BRONZE,Athlete,Mohammadhadi SARAVI,Islamic Republic of Iran,IR,IRI
Wrestling,tokyo-2020,Men's Freestyle 74kg,Men,SILVER,Athlete,Mahamedkhabib KADZIMAHAMEDAU,Belarus,BY,BLR
Wrestling,tokyo-2020,Men's Freestyle 74kg,Men,BRONZE,Athlete,Kyle Douglas DAKE,United States of America,US,USA
Wrestling,tokyo-2020,Men's Freestyle 74kg,Men,GOLD,Athlete,Zaurbek SIDAKOV,ROC,ROC,ROC
Wrestling,tokyo-2020,Men's Freestyle 74kg,Men,BRONZE,Athlete,Bekzod ABDURAKHMONOV,Uzbekistan,UZ,UZB
Wrestling,tokyo-2020,Men's Freestyle 65kg,Men,BRONZE,Athlete,Gadzhimurad RASHIDOV,ROC,ROC,ROC
Wrestling,tokyo-2020,Men's Freestyle 65kg,Men,SILVER,Athlete,Haji ALIYEV,Azerbaijan,AZ,AZE
Wrestling,tokyo-2020,Men's Freestyle 65kg,Men,GOLD,Athlete,Takuto OTOGURO,Japan,JP,JPN
Wrestling,tokyo-2020,Men's Freestyle 65kg,Men,BRONZE,Athlete,Bajrang BAJRANG,India,IN,IND
Wrestling,tokyo-2020,Men's Freestyle 86kg,Men,BRONZE,Athlete,Myles Nazem AMINE,San Marino,SM,SMR
Wrestling,tokyo-2020,Men's Freestyle 86kg,Men,GOLD,Athlete,David Morris TAYLOR III,United States of America,US,USA
Wrestling,tokyo-2020,Men's Freestyle 86kg,Men,BRONZE,Athlete,Artur NAIFONOV,ROC,ROC,ROC
Wrestling,tokyo-2020,Men's Freestyle 86kg,Men,SILVER,Athlete,Hassan Aliazam YAZDANICHARATI,Islamic Republic of Iran,IR,IRI
Wrestling,tokyo-2020,Men's Greco-Roman 77kg,Men,BRONZE,Athlete,Rafig HUSEYNOV,Azerbaijan,AZ,AZE
Wrestling,tokyo-2020,Men's Greco-Roman 77kg,Men,SILVER,Athlete,Akzhol MAKHMUDOV,Kyrgyzstan,KG,KGZ
Wrestling,tokyo-2020,Men's Greco-Roman 77kg,Men,GOLD,Athlete,Tamas LORINCZ,Hungary,HU,HUN
Wrestling,tokyo-2020,Men's Greco-Roman 77kg,Men,BRONZE,Athlete,Shohei YABIKU,Japan,JP,JPN
Wrestling,tokyo-2020,Women's Freestyle 68kg,Women,SILVER,Athlete,Blessing OBORUDUDU,Nigeria,NG,NGR
Wrestling,tokyo-2020,Women's Freestyle 68kg,Women,BRONZE,Athlete,Meerim ZHUMANAZAROVA,Kyrgyzstan,KG,KGZ
Wrestling,tokyo-2020,Women's Freestyle 68kg,Women,BRONZE,Athlete,Alla CHERKASOVA,Ukraine,UA,UKR
Wrestling,tokyo-2020,Women's Freestyle 68kg,Women,GOLD,Athlete,Tamyra Mariama MENSAH STOCK,United States of America,US,USA
Wrestling,tokyo-2020,Women's Freestyle 50kg,Women,BRONZE,Athlete,Sarah Ann HILDEBRANDT,United States of America,US,USA
Wrestling,tokyo-2020,Women's Freestyle 50kg,Women,GOLD,Athlete,Yui SUSAKI,Japan,JP,JPN
Wrestling,tokyo-2020,Women's Freestyle 50kg,Women,SILVER,Athlete,Yanan SUN,People's Republic of China,CN,CHN
Wrestling,tokyo-2020,Women's Freestyle 50kg,Women,BRONZE,Athlete,Mariya STADNIK,Azerbaijan,AZ,AZE
Wrestling,tokyo-2020,Men's Greco-Roman 67kg,Men,GOLD,Athlete,Mohammadreza GERAEI,Islamic Republic of Iran,IR,IRI
Wrestling,tokyo-2020,Men's Greco-Roman 67kg,Men,SILVER,Athlete,Parviz NASIBOV,Ukraine,UA,UKR
Wrestling,tokyo-2020,Men's Greco-Roman 67kg,Men,BRONZE,Athlete,Frank STAEBLER,Germany,DE,GER
Wrestling,tokyo-2020,Men's Greco-Roman 67kg,Men,BRONZE,Athlete,Mohamed Ibrahim Elsayed ELSAYED,Egypt,EG,EGY
Wrestling,tokyo-2020,Women's Freestyle 76kg,Women,GOLD,Athlete,Aline FOCKEN,Germany,DE,GER
Wrestling,tokyo-2020,Women's Freestyle 76kg,Women,SILVER,Athlete,Adeline Maria GRAY,United States of America,US,USA
Wrestling,tokyo-2020,Women's Freestyle 76kg,Women,BRONZE,Athlete,Yasemin ADAR,Turkey,TR,TUR
Wrestling,tokyo-2020,Women's Freestyle 76kg,Women,BRONZE,Athlete,Qian ZHOU,People's Republic of China,CN,CHN
Wrestling,tokyo-2020,Men's Greco-Roman 130kg,Men,SILVER,Athlete,Iakobi KAJAIA,Georgia,GE,GEO
Wrestling,tokyo-2020,Men's Greco-Roman 130kg,Men,BRONZE,Athlete,Riza KAYAALP,Turkey,TR,TUR
Wrestling,tokyo-2020,Men's Greco-Roman 130kg,Men,BRONZE,Athlete,Sergey SEMENOV,ROC,ROC,ROC
Wrestling,tokyo-2020,Men's Greco-Roman 130kg,Men,GOLD,Athlete,Mijain LOPEZ NUNEZ,Cuba,CU,CUB
Wrestling,tokyo-2020,Men's Greco-Roman 87kg,Men,GOLD,Athlete,Zhan BELENIUK,Ukraine,UA,UKR
Wrestling,tokyo-2020,Men's Greco-Roman 87kg,Men,SILVER,Athlete,Viktor LORINCZ,Hungary,HU,HUN
Wrestling,tokyo-2020,Men's Greco-Roman 87kg,Men,BRONZE,Athlete,Denis Maksymilian KUDLA,Germany,DE,GER
Wrestling,tokyo-2020,Men's Greco-Roman 87kg,Men,BRONZE,Athlete,Zurabi DATUNASHVILI,Serbia,RS,SRB
Wrestling,tokyo-2020,Men's Greco-Roman 60kg,Men,SILVER,Athlete,Kenichiro FUMITA,Japan,JP,JPN
Wrestling,tokyo-2020,Men's Greco-Roman 60kg,Men,BRONZE,Athlete,Sailike WALIHAN,People's Republic of China,CN,CHN
Wrestling,tokyo-2020,Men's Greco-Roman 60kg,Men,BRONZE,Athlete,Sergey EMELIN,ROC,ROC,ROC
Wrestling,tokyo-2020,Men's Greco-Roman 60kg,Men,GOLD,Athlete,Luis Alberto ORTA SANCHEZ,Cuba,CU,CUB
Wrestling,tokyo-2020,Women's Freestyle 57kg,Women,GOLD,Athlete,Risako KAWAI,Japan,JP,JPN
Wrestling,tokyo-2020,Women's Freestyle 57kg,Women,SILVER,Athlete,Iryna KURACHKINA,Belarus,BY,BLR
Wrestling,tokyo-2020,Women's Freestyle 57kg,Women,BRONZE,Athlete,Helen Louise MAROULIS,United States of America,US,USA
Wrestling,tokyo-2020,Women's Freestyle 57kg,Women,BRONZE,Athlete,Evelina Georgieva NIKOLOVA,Bulgaria,BG,BUL
Wrestling,tokyo-2020,Men's Freestyle 125kg,Men,SILVER,Athlete,Geno PETRIASHVILI,Georgia,GE,GEO
Wrestling,tokyo-2020,Men's Freestyle 125kg,Men,BRONZE,Athlete,Taha AKGUL,Turkey,TR,TUR
Wrestling,tokyo-2020,Men's Freestyle 125kg,Men,BRONZE,Athlete,Amir Hossein ZARE,Islamic Republic of Iran,IR,IRI
Wrestling,tokyo-2020,Men's Freestyle 125kg,Men,GOLD,Athlete,Gable Dan STEVESON,United States of America,US,USA
Wrestling,tokyo-2020,Women's Freestyle 62kg,Women,BRONZE,Athlete,Taybe Mustafa YUSEIN,Bulgaria,BG,BUL
Wrestling,tokyo-2020,Women's Freestyle 62kg,Women,SILVER,Athlete,Aisuluu TYNYBEKOVA,Kyrgyzstan,KG,KGZ
Wrestling,tokyo-2020,Women's Freestyle 62kg,Women,BRONZE,Athlete,Iryna KOLIADENKO,Ukraine,UA,UKR
Wrestling,tokyo-2020,Women's Freestyle 62kg,Women,GOLD,Athlete,Yukako KAWAI,Japan,JP,JPN
Wrestling,tokyo-2020,Men's Freestyle 97kg,Men,BRONZE,Athlete,Reineris SALAS PEREZ,Cuba,CU,CUB
Wrestling,tokyo-2020,Men's Freestyle 97kg,Men,SILVER,Athlete,Kyle Frederick SNYDER,United States of America,US,USA
Wrestling,tokyo-2020,Men's Freestyle 97kg,Men,GOLD,Athlete,Abdulrashid SADULAEV,ROC,ROC,ROC
Wrestling,tokyo-2020,Men's Freestyle 97kg,Men,BRONZE,Athlete,Abraham de Jesus CONYEDO RUANO,Italy,IT,ITA
Tennis,tokyo-2020,Mixed Doubles,Mixed,GOLD,GameTeam,Anastasia PAVLYUCHENKOVA,ROC,ROC,ROC
Tennis,tokyo-2020,Mixed Doubles,Mixed,GOLD,GameTeam,Andrey Rublev,ROC,ROC,ROC
Tennis,tokyo-2020,Mixed Doubles,Mixed,SILVER,GameTeam,Elena VESNINA,ROC,ROC,ROC
Tennis,tokyo-2020,Mixed Doubles,Mixed,SILVER,GameTeam,Aslan KARATSEV,ROC,ROC,ROC
Tennis,tokyo-2020,Mixed Doubles,Mixed,BRONZE,GameTeam,Ashleigh BARTY,Australia,AU,AUS
Tennis,tokyo-2020,Mixed Doubles,Mixed,BRONZE,GameTeam,John PEERS,Australia,AU,AUS
Tennis,tokyo-2020,Men's Singles,Men,GOLD,Athlete,Alexander ZVEREV,Germany,DE,GER
Tennis,tokyo-2020,Men's Singles,Men,SILVER,Athlete,Karen KHACHANOV,ROC,ROC,ROC
Tennis,tokyo-2020,Men's Singles,Men,BRONZE,Athlete,Pablo CARRENO BUSTA,Spain,ES,ESP
Tennis,tokyo-2020,Men's Doubles,Men,GOLD,GameTeam,Nikola MEKTIC,Croatia,HR,CRO
Tennis,tokyo-2020,Men's Doubles,Men,GOLD,GameTeam,Mate PAVIC,Croatia,HR,CRO
Tennis,tokyo-2020,Men's Doubles,Men,SILVER,GameTeam,Marin CILIC,Croatia,HR,CRO
Tennis,tokyo-2020,Men's Doubles,Men,SILVER,GameTeam,Ivan DODIG,Croatia,HR,CRO
Tennis,tokyo-2020,Men's Doubles,Men,BRONZE,GameTeam,Marcus DANIELL,New Zealand,NZ,NZL
Tennis,tokyo-2020,Men's Doubles,Men,BRONZE,GameTeam,Michael VENUS,New Zealand,NZ,NZL
Tennis,tokyo-2020,Women's Singles,Women,SILVER,Athlete,Marketa VONDROUSOVA,Czech Republic,CZ,CZE
Tennis,tokyo-2020,Women's Singles,Women,GOLD,Athlete,Belinda BENCIC,Switzerland,CH,SUI
Tennis,tokyo-2020,Women's Singles,Women,BRONZE,Athlete,Elina SVITOLINA,Ukraine,UA,UKR
Tennis,tokyo-2020,Women's Doubles,Women,GOLD,GameTeam,Barbora KREJCIKOVA,Czech Republic,CZ,CZE
Tennis,tokyo-2020,Women's Doubles,Women,GOLD,GameTeam,Katerina SINIAKOVA,Czech Republic,CZ,CZE
Tennis,tokyo-2020,Women's Doubles,Women,SILVER,GameTeam,Belinda BENCIC,Switzerland,CH,SUI
Tennis,tokyo-2020,Women's Doubles,Women,SILVER,GameTeam,Viktorija GOLUBIC,Switzerland,CH,SUI
Tennis,tokyo-2020,Women's Doubles,Women,BRONZE,GameTeam,Laura PIGOSSI,Brazil,BR,BRA
Tennis,tokyo-2020,Women's Doubles,Women,BRONZE,GameTeam,Luisa VERAS STEFANI,Brazil,BR,BRA
Artistic Gymnastics,tokyo-2020,Women's Vault,Women,SILVER,Athlete,Mykayla SKINNER,United States of America,US,USA
Artistic Gymnastics,tokyo-2020,Women's Vault,Women,GOLD,Athlete,Rebeca ANDRADE,Brazil,BR,BRA
Artistic Gymnastics,tokyo-2020,Women's Vault,Women,BRONZE,Athlete,Seojeong YEO,Republic of Korea,KR,KOR
Artistic Gymnastics,tokyo-2020,Men's All-Around,Men,BRONZE,Athlete,Nikita NAGORNYY,ROC,ROC,ROC
Artistic Gymnastics,tokyo-2020,Men's All-Around,Men,GOLD,Athlete,Daiki HASHIMOTO,Japan,JP,JPN
Artistic Gymnastics,tokyo-2020,Men's All-Around,Men,SILVER,Athlete,Ruoteng XIAO,People's Republic of China,CN,CHN
Artistic Gymnastics,tokyo-2020,Women's Balance Beam,Women,BRONZE,Athlete,Simone BILES,United States of America,US,USA
Artistic Gymnastics,tokyo-2020,Women's Balance Beam,Women,GOLD,Athlete,Chenchen GUAN,People's Republic of China,CN,CHN
Artistic Gymnastics,tokyo-2020,Women's Balance Beam,Women,SILVER,Athlete,Xijing TANG,People's Republic of China,CN,CHN
Artistic Gymnastics,tokyo-2020,Women's All-Around,Women,BRONZE,Athlete,Angelina MELNIKOVA,ROC,ROC,ROC
Artistic Gymnastics,tokyo-2020,Women's All-Around,Women,GOLD,Athlete,Sunisa LEE,United States of America,US,USA
Artistic Gymnastics,tokyo-2020,Women's All-Around,Women,SILVER,Athlete,Rebeca ANDRADE,Brazil,BR,BRA
Artistic Gymnastics,tokyo-2020,Men's Team,Men,GOLD,GameTeam,,ROC,ROC,ROC
Artistic Gymnastics,tokyo-2020,Men's Team,Men,SILVER,GameTeam,,Japan,JP,JPN
Artistic Gymnastics,tokyo-2020,Men's Team,Men,BRONZE,GameTeam,,People's Republic of China,CN,CHN
Artistic Gymnastics,tokyo-2020,Women's Team,Women,GOLD,GameTeam,,ROC,ROC,ROC
Artistic Gymnastics,tokyo-2020,Women's Team,Women,SILVER,GameTeam,,United States of America,US,USA
Artistic Gymnastics,tokyo-2020,Women's Team,Women,BRONZE,GameTeam,,Great Britain,GB,GBR
Artistic Gymnastics,tokyo-2020,Men's Horizontal Bar,Men,GOLD,Athlete,Daiki HASHIMOTO,Japan,JP,JPN
Artistic Gymnastics,tokyo-2020,Men's Horizontal Bar,Men,BRONZE,Athlete,Nikita NAGORNYY,ROC,ROC,ROC
Artistic Gymnastics,tokyo-2020,Men's Horizontal Bar,Men,SILVER,Athlete,Tin SRBIC,Croatia,HR,CRO
Artistic Gymnastics,tokyo-2020,Men's Pommel Horse,Men,BRONZE,Athlete,Kazuma KAYA,Japan,JP,JPN
Artistic Gymnastics,tokyo-2020,Men's Pommel Horse,Men,GOLD,Athlete,Max WHITLOCK,Great Britain,GB,GBR
Artistic Gymnastics,tokyo-2020,Men's Pommel Horse,Men,SILVER,Athlete,Chih Kai LEE,Chinese Taipei,TW,TPE
